lr;epoch;iteration;global_iteration
1.6297468354430383e-05;3;72;309
1.6350210970464135e-05;3;73;310
1.640295358649789e-05;3;74;311
1.6455696202531644e-05;3;75;312
1.6508438818565403e-05;3;76;313
1.6561181434599156e-05;3;77;314
1.661392405063291e-05;3;78;315
1.6666666666666667e-05;3;79;316
1.6719409282700423e-05;4;1;317
1.677215189873418e-05;4;2;318
1.6824894514767932e-05;4;3;319
1.6877637130801688e-05;4;4;320
1.6930379746835444e-05;4;5;321
1.69831223628692e-05;4;6;322
1.7035864978902955e-05;4;7;323
1.7088607594936708e-05;4;8;324
1.7141350210970464e-05;4;9;325
1.719409282700422e-05;4;10;326
1.7246835443037976e-05;4;11;327
1.729957805907173e-05;4;12;328
1.7352320675105484e-05;4;13;329
1.7405063291139243e-05;4;14;330
1.7457805907172996e-05;4;15;331
1.751054852320675e-05;4;16;332
1.7563291139240508e-05;4;17;333
1.7616033755274263e-05;4;18;334
1.766877637130802e-05;4;19;335
1.7721518987341772e-05;4;20;336
1.7774261603375528e-05;4;21;337
1.7827004219409284e-05;4;22;338
1.787974683544304e-05;4;23;339
1.7932489451476795e-05;4;24;340
1.7985232067510548e-05;4;25;341
1.8037974683544304e-05;4;26;342
1.809071729957806e-05;4;27;343
1.8143459915611816e-05;4;28;344
1.819620253164557e-05;4;29;345
1.8248945147679324e-05;4;30;346
1.8301687763713083e-05;4;31;347
1.8354430379746836e-05;4;32;348
1.8407172995780592e-05;4;33;349
1.8459915611814348e-05;4;34;350
1.85126582278481e-05;4;35;351
1.856540084388186e-05;4;36;352
1.8618143459915612e-05;4;37;353
1.8670886075949368e-05;4;38;354
1.8723628691983124e-05;4;39;355
1.877637130801688e-05;4;40;356
1.8829113924050636e-05;4;41;357
1.8881856540084388e-05;4;42;358
1.8934599156118144e-05;4;43;359
1.89873417721519e-05;4;44;360
1.9040084388185656e-05;4;45;361
1.9092827004219412e-05;4;46;362
1.9145569620253164e-05;4;47;363
1.919831223628692e-05;4;48;364
1.9251054852320676e-05;4;49;365
1.9303797468354432e-05;4;50;366
1.9356540084388188e-05;4;51;367
1.940928270042194e-05;4;52;368
1.94620253164557e-05;4;53;369
1.9514767932489452e-05;4;54;370
1.9567510548523208e-05;4;55;371
1.962025316455696e-05;4;56;372
1.967299578059072e-05;4;57;373
1.9725738396624476e-05;4;58;374
1.9778481012658228e-05;4;59;375
1.9831223628691984e-05;4;60;376
1.9883966244725737e-05;4;61;377
1.9936708860759496e-05;4;62;378
1.998945147679325e-05;4;63;379
2.0042194092827004e-05;4;64;380
2.009493670886076e-05;4;65;381
2.0147679324894516e-05;4;66;382
2.0200421940928272e-05;4;67;383
2.0253164556962025e-05;4;68;384
2.030590717299578e-05;4;69;385
2.0358649789029536e-05;4;70;386
2.0411392405063292e-05;4;71;387
2.0464135021097048e-05;4;72;388
2.05168776371308e-05;4;73;389
2.056962025316456e-05;4;74;390
2.0622362869198312e-05;4;75;391
2.067510548523207e-05;4;76;392
2.0727848101265824e-05;4;77;393
2.0780590717299577e-05;4;78;394
2.0833333333333336e-05;4;79;395
2.088607594936709e-05;5;1;396
2.0938818565400844e-05;5;2;397
2.09915611814346e-05;5;3;398
2.1044303797468356e-05;5;4;399
2.1097046413502112e-05;5;5;400
2.1149789029535865e-05;5;6;401
2.120253164556962e-05;5;7;402
2.1255274261603376e-05;5;8;403
2.1308016877637132e-05;5;9;404
2.1360759493670888e-05;5;10;405
2.141350210970464e-05;5;11;406
2.1466244725738397e-05;5;12;407
2.1518987341772153e-05;5;13;408
2.157172995780591e-05;5;14;409
2.1624472573839664e-05;5;15;410
2.1677215189873417e-05;5;16;411
2.1729957805907176e-05;5;17;412
2.178270042194093e-05;5;18;413
2.1835443037974685e-05;5;19;414
2.188818565400844e-05;5;20;415
2.1940928270042196e-05;5;21;416
2.1993670886075952e-05;5;22;417
2.2046413502109705e-05;5;23;418
2.209915611814346e-05;5;24;419
2.2151898734177217e-05;5;25;420
2.2204641350210972e-05;5;26;421
2.225738396624473e-05;5;27;422
2.231012658227848e-05;5;28;423
2.2362869198312237e-05;5;29;424
2.2415611814345993e-05;5;30;425
2.246835443037975e-05;5;31;426
2.2521097046413504e-05;5;32;427
2.2573839662447257e-05;5;33;428
2.2626582278481016e-05;5;34;429
2.267932489451477e-05;5;35;430
2.2732067510548525e-05;5;36;431
2.278481012658228e-05;5;37;432
2.2837552742616033e-05;5;38;433
2.2890295358649792e-05;5;39;434
2.2943037974683545e-05;5;40;435
2.29957805907173e-05;5;41;436
2.3048523206751053e-05;5;42;437
2.3101265822784813e-05;5;43;438
2.315400843881857e-05;5;44;439
2.320675105485232e-05;5;45;440
2.3259493670886077e-05;5;46;441
2.3312236286919833e-05;5;47;442
2.336497890295359e-05;5;48;443
2.341772151898734e-05;5;49;444
2.3470464135021097e-05;5;50;445
2.3523206751054856e-05;5;51;446
2.357594936708861e-05;5;52;447
2.3628691983122365e-05;5;53;448
2.3681434599156117e-05;5;54;449
2.3734177215189873e-05;5;55;450
2.378691983122363e-05;5;56;451
2.3839662447257385e-05;5;57;452
2.389240506329114e-05;5;58;453
2.3945147679324893e-05;5;59;454
2.3997890295358653e-05;5;60;455
2.4050632911392405e-05;5;61;456
2.410337552742616e-05;5;62;457
2.4156118143459917e-05;5;63;458
2.4208860759493673e-05;5;64;459
2.426160337552743e-05;5;65;460
2.431434599156118e-05;5;66;461
2.4367088607594937e-05;5;67;462
2.4419831223628693e-05;5;68;463
2.447257383966245e-05;5;69;464
2.4525316455696205e-05;5;70;465
2.4578059071729957e-05;5;71;466
2.4630801687763713e-05;5;72;467
2.468354430379747e-05;5;73;468
2.4736286919831225e-05;5;74;469
2.478902953586498e-05;5;75;470
2.4841772151898734e-05;5;76;471
2.4894514767932493e-05;5;77;472
2.4947257383966245e-05;5;78;473
2.5e-05;5;79;474
2.5052742616033757e-05;6;1;475
2.510548523206751e-05;6;2;476
2.515822784810127e-05;6;3;477
2.521097046413502e-05;6;4;478
2.5263713080168777e-05;6;5;479
2.5316455696202533e-05;6;6;480
2.5369198312236286e-05;6;7;481
2.5421940928270045e-05;6;8;482
2.54746835443038e-05;6;9;483
2.5527426160337553e-05;6;10;484
2.558016877637131e-05;6;11;485
2.5632911392405062e-05;6;12;486
2.568565400843882e-05;6;13;487
2.5738396624472577e-05;6;14;488
2.579113924050633e-05;6;15;489
2.5843881856540085e-05;6;16;490
2.5896624472573838e-05;6;17;491
2.5949367088607597e-05;6;18;492
2.6002109704641353e-05;6;19;493
2.6054852320675106e-05;6;20;494
2.610759493670886e-05;6;21;495
2.616033755274262e-05;6;22;496
2.6213080168776373e-05;6;23;497
2.626582278481013e-05;6;24;498
2.6318565400843882e-05;6;25;499
2.6371308016877638e-05;6;26;500
2.6424050632911397e-05;6;27;501
2.6476793248945146e-05;6;28;502
