loss;epoch;iteration;global_iteration
1.963951826095581;0;1;1
2.0347890853881836;0;2;2
1.9082486629486084;0;3;3
1.9000575542449951;0;4;4
1.9379348754882812;0;5;5
1.565809726715088;0;6;6
1.3643214702606201;0;7;7
1.1741241216659546;0;8;8
1.0659536123275757;0;9;9
0.8860654234886169;0;10;10
0.6276883482933044;0;11;11
0.7613657116889954;0;12;12
0.4381638765335083;0;13;13
0.399455726146698;0;14;14
0.3721756935119629;0;15;15
0.4077264070510864;0;16;16
0.36162814497947693;0;17;17
0.37937939167022705;0;18;18
0.36431044340133667;0;19;19
0.489313542842865;0;20;20
0.3872906565666199;0;21;21
0.30531638860702515;0;22;22
0.36109426617622375;0;23;23
0.3421921133995056;0;24;24
0.3312678039073944;0;25;25
0.35229259729385376;0;26;26
0.3058468699455261;0;27;27
0.35742753744125366;0;28;28
0.38038113713264465;0;29;29
0.30072659254074097;0;30;30
0.35985612869262695;0;31;31
0.25922203063964844;0;32;32
0.306549072265625;0;33;33
0.3587225377559662;0;34;34
0.3962865471839905;0;35;35
0.30695366859436035;0;36;36
0.35625559091567993;0;37;37
0.24030373990535736;0;38;38
0.30158448219299316;0;39;39
0.30127274990081787;0;40;40
0.350053995847702;0;41;41
0.31900155544281006;0;42;42
0.34644815325737;0;43;43
0.3249486982822418;0;44;44
0.2453109622001648;0;45;45
0.3113638758659363;0;46;46
0.31104955077171326;0;47;47
0.3111920654773712;0;48;48
0.31375715136528015;0;49;49
0.3249889612197876;0;50;50
0.30701276659965515;0;51;51
0.24979165196418762;0;52;52
0.3466545343399048;0;53;53
0.27871400117874146;0;54;54
0.2630089819431305;0;55;55
0.28047555685043335;0;56;56
4.643225892509735e+26;0;57;57
0.2865181565284729;0;58;58
0.292944997549057;0;59;59
0.32480835914611816;0;60;60
0.2521148920059204;0;61;61
0.29736682772636414;0;62;62
0.2783474326133728;0;63;63
0.26822641491889954;0;64;64
0.2963505983352661;0;65;65
0.275745153427124;0;66;66
0.26605355739593506;0;67;67
0.2774336338043213;0;68;68
0.30196863412857056;0;69;69
0.22512134909629822;0;70;70
0.268716424703598;0;71;71
0.26255178451538086;0;72;72
0.3297964632511139;0;73;73
0.23578914999961853;0;74;74
0.24471819400787354;0;75;75
0.23165786266326904;0;76;76
0.2658824920654297;0;77;77
0.26806479692459106;0;78;78
0.2106415033340454;0;79;79
0.19756697118282318;1;1;80
0.2143748551607132;1;2;81
0.21140868961811066;1;3;82
0.20872442424297333;1;4;83
0.19909870624542236;1;5;84
0.27890804409980774;1;6;85
0.24905407428741455;1;7;86
0.20346155762672424;1;8;87
0.20473822951316833;1;9;88
0.19951766729354858;1;10;89
0.19572679698467255;1;11;90
0.23465725779533386;1;12;91
0.20168519020080566;1;13;92
0.21001648902893066;1;14;93
0.1766907125711441;1;15;94
0.1938038468360901;1;16;95
0.20316115021705627;1;17;96
0.2608838677406311;1;18;97
1.0762924015590842e+27;1;19;98
0.21966496109962463;1;20;99
0.2001166045665741;1;21;100
0.20744208991527557;1;22;101
0.174674391746521;1;23;102
0.16089244186878204;1;24;103
0.23185893893241882;1;25;104
0.21607935428619385;1;26;105
0.16873230040073395;1;27;106
0.20623868703842163;1;28;107
0.23688572645187378;1;29;108
0.1838817298412323;1;30;109
0.20925715565681458;1;31;110
0.15659716725349426;1;32;111
0.1440632939338684;1;33;112
0.19138343632221222;1;34;113
0.15751443803310394;1;35;114
0.1757444590330124;1;36;115
0.16463808715343475;1;37;116
0.16313646733760834;1;38;117
0.19859038293361664;1;39;118
0.178310364484787;1;40;119
0.13403081893920898;1;41;120
0.17687898874282837;1;42;121
0.1441020369529724;1;43;122
0.18688619136810303;1;44;123
0.18479400873184204;1;45;124
0.2029874622821808;1;46;125
0.12599024176597595;1;47;126
0.15649157762527466;1;48;127
0.18480569124221802;1;49;128
0.16670051217079163;1;50;129
0.13678470253944397;1;51;130
0.16063354909420013;1;52;131
0.15592500567436218;1;53;132
0.1627078801393509;1;54;133
0.19500909745693207;1;55;134
0.18888461589813232;1;56;135
0.13761545717716217;1;57;136
0.1418677717447281;1;58;137
0.1714436113834381;1;59;138
0.15353167057037354;1;60;139
0.14634907245635986;1;61;140
0.14311522245407104;1;62;141
0.1782902479171753;1;63;142
0.12531614303588867;1;64;143
0.09728047996759415;1;65;144
0.11629940569400787;1;66;145
0.13413776457309723;1;67;146
0.13211286067962646;1;68;147
0.14421379566192627;1;69;148
0.15329653024673462;1;70;149
0.16033607721328735;1;71;150
0.13793009519577026;1;72;151
0.12606225907802582;1;73;152
0.13068652153015137;1;74;153
0.16542229056358337;1;75;154
0.16845887899398804;1;76;155
0.12361091375350952;1;77;156
0.14576572179794312;1;78;157
0.14131316542625427;1;79;158
0.1247977614402771;2;1;159
0.11607392132282257;2;2;160
0.12386099249124527;2;3;161
0.11460191756486893;2;4;162
0.1251816749572754;2;5;163
