loss;epoch;iteration;global_iteration
8.887456893920898;0;1;1
7.495046615600586;0;2;2
6.145026206970215;0;3;3
9.196792602539062;0;4;4
6.230317115783691;0;5;5
6.572286128997803;0;6;6
6.19765567779541;0;7;7
5.724612712860107;0;8;8
5.774161338806152;0;9;9
7.106257438659668;0;10;10
5.906970977783203;0;11;11
5.33203649520874;0;12;12
5.629800796508789;0;13;13
4.965638637542725;0;14;14
5.196393966674805;0;15;15
6.548219680786133;0;16;16
5.611900329589844;0;17;17
6.604968547821045;0;18;18
5.147772789001465;0;19;19
5.829904079437256;0;20;20
6.564661026000977;0;21;21
5.583029747009277;0;22;22
4.436291694641113;0;23;23
4.841972827911377;0;24;24
6.33793306350708;0;25;25
5.690674781799316;0;26;26
4.617825984954834;0;27;27
5.692630290985107;0;28;28
7.553791046142578;0;29;29
4.736185550689697;0;30;30
5.5059814453125;0;31;31
5.35560941696167;0;32;32
5.020893096923828;0;33;33
6.4870710372924805;0;34;34
5.222413063049316;0;35;35
5.438158988952637;0;36;36
6.566102027893066;0;37;37
4.706793785095215;0;38;38
6.713163375854492;0;39;39
6.015394687652588;0;40;40
5.826344966888428;0;41;41
5.862524032592773;0;42;42
4.284924507141113;0;43;43
5.530368328094482;0;44;44
6.378421783447266;0;45;45
7.554471492767334;0;46;46
5.405367374420166;0;47;47
5.647252082824707;0;48;48
6.193150520324707;0;49;49
4.99617862701416;0;50;50
5.300828456878662;0;51;51
7.798016548156738;0;52;52
7.361176013946533;0;53;53
5.979715824127197;1;1;54
5.297545909881592;1;2;55
5.057162284851074;1;3;56
4.75473690032959;1;4;57
6.679317951202393;1;5;58
6.194764614105225;1;6;59
5.686370372772217;1;7;60
7.062702178955078;1;8;61
4.9864068031311035;1;9;62
7.6388750076293945;1;10;63
6.898252010345459;1;11;64
5.682628631591797;1;12;65
4.827183246612549;1;13;66
4.852595329284668;1;14;67
4.476009368896484;1;15;68
5.911497592926025;1;16;69
5.093955993652344;1;17;70
4.653360366821289;1;18;71
7.522862911224365;1;19;72
4.763084888458252;1;20;73
4.35181188583374;1;21;74
5.63668155670166;1;22;75
4.792184352874756;1;23;76
5.6174092292785645;1;24;77
5.180560111999512;1;25;78
5.52983283996582;1;26;79
5.549820899963379;1;27;80
5.272226810455322;1;28;81
4.986827373504639;1;29;82
4.963425159454346;1;30;83
4.443995952606201;1;31;84
5.897332191467285;1;32;85
8.33471965789795;1;33;86
5.460806369781494;1;34;87
6.091313362121582;1;35;88
5.272105693817139;1;36;89
6.511917591094971;1;37;90
5.667201519012451;1;38;91
5.784058570861816;1;39;92
6.047642707824707;1;40;93
5.439289569854736;1;41;94
4.982626914978027;1;42;95
5.346546173095703;1;43;96
5.8032636642456055;1;44;97
4.876260757446289;1;45;98
5.6840715408325195;1;46;99
6.338702201843262;1;47;100
4.715115547180176;1;48;101
5.41670560836792;1;49;102
6.4558563232421875;1;50;103
6.0671210289001465;1;51;104
4.761038303375244;1;52;105
5.5943756103515625;1;53;106
5.2568359375;2;1;107
6.018798351287842;2;2;108
4.689942836761475;2;3;109
5.659229278564453;2;4;110
5.373532295227051;2;5;111
4.954112529754639;2;6;112
4.395134925842285;2;7;113
5.490610122680664;2;8;114
4.723715305328369;2;9;115
5.708247661590576;2;10;116
7.107232570648193;2;11;117
6.299950122833252;2;12;118
5.303506374359131;2;13;119
4.7920966148376465;2;14;120
5.3284783363342285;2;15;121
5.683960914611816;2;16;122
4.971275329589844;2;17;123
4.895557403564453;2;18;124
5.030255317687988;2;19;125
6.161054611206055;2;20;126
4.847634792327881;2;21;127
6.1332902908325195;2;22;128
5.998356342315674;2;23;129
6.833929538726807;2;24;130
5.088525772094727;2;25;131
6.500516414642334;2;26;132
5.1545000076293945;2;27;133
6.133617877960205;2;28;134
5.830785751342773;2;29;135
4.673755168914795;2;30;136
5.547651290893555;2;31;137
6.565359592437744;2;32;138
4.327910900115967;2;33;139
5.568714618682861;2;34;140
5.750334739685059;2;35;141
4.179194450378418;2;36;142
7.119239330291748;2;37;143
5.586524486541748;2;38;144
6.336867332458496;2;39;145
4.969615459442139;2;40;146
4.6945481300354;2;41;147
5.6152544021606445;2;42;148
6.047176361083984;2;43;149
4.8251190185546875;2;44;150
6.021490097045898;2;45;151
5.693140506744385;2;46;152
5.279476165771484;2;47;153
5.657848358154297;2;48;154
5.644397258758545;2;49;155
4.856729507446289;2;50;156
8.175897598266602;2;51;157
5.639448165893555;2;52;158
4.612919807434082;2;53;159
4.655740737915039;3;1;160
