loss;epoch;iteration;global_iteration
7.293709754943848;0;1;1
6.064067840576172;0;2;2
7.998055934906006;0;3;3
7.080246448516846;0;4;4
7.571221351623535;0;5;5
6.953006744384766;0;6;6
5.608585357666016;0;7;7
5.380859375;0;8;8
6.2257232666015625;0;9;9
6.308409690856934;0;10;10
5.3438720703125;0;11;11
5.136911392211914;0;12;12
5.7997727394104;0;13;13
5.188265323638916;0;14;14
5.168315410614014;0;15;15
5.023879528045654;0;16;16
4.839426517486572;0;17;17
4.8426642417907715;0;18;18
5.389384746551514;0;19;19
5.250788688659668;0;20;20
5.167777061462402;0;21;21
5.680116653442383;0;22;22
5.59019136428833;0;23;23
5.4288716316223145;0;24;24
5.128358364105225;0;25;25
5.299282073974609;0;26;26
5.035256385803223;0;27;27
6.326376438140869;0;28;28
5.541419506072998;0;29;29
6.745593070983887;0;30;30
4.893558502197266;0;31;31
4.282045841217041;0;32;32
5.29417610168457;0;33;33
4.638926029205322;0;34;34
5.091588973999023;0;35;35
5.945225715637207;0;36;36
5.065564155578613;0;37;37
5.334911823272705;0;38;38
5.01214075088501;0;39;39
5.026125907897949;0;40;40
5.978014945983887;0;41;41
4.402875900268555;0;42;42
5.353636264801025;0;43;43
5.4507598876953125;0;44;44
5.030770778656006;0;45;45
4.5763840675354;0;46;46
5.598759651184082;0;47;47
5.4755706787109375;0;48;48
5.294816493988037;0;49;49
4.788215160369873;0;50;50
5.281791687011719;0;51;51
5.3892364501953125;0;52;52
5.451246738433838;0;53;53
5.2744598388671875;0;54;54
7.414032459259033;0;55;55
4.376290321350098;0;56;56
5.92846330981313e+26;0;57;57
4.488981246948242;0;58;58
5.924598217010498;0;59;59
5.152631759643555;0;60;60
4.790130138397217;0;61;61
6.498933792114258;0;62;62
4.638215065002441;0;63;63
5.751643180847168;0;64;64
4.731151580810547;0;65;65
5.643841743469238;0;66;66
5.501166343688965;0;67;67
5.9072113037109375;0;68;68
4.989368438720703;0;69;69
5.596207141876221;0;70;70
5.272745132446289;0;71;71
4.833402633666992;0;72;72
5.359875202178955;0;73;73
6.97137975692749;0;74;74
5.288448333740234;0;75;75
4.601799964904785;0;76;76
5.041341304779053;0;77;77
4.726006031036377;0;78;78
5.148214340209961;0;79;79
4.339970588684082;1;1;80
5.156089782714844;1;2;81
4.854255676269531;1;3;82
4.767919063568115;1;4;83
4.94160270690918;1;5;84
5.8487548828125;1;6;85
5.3032755851745605;1;7;86
4.214230060577393;1;8;87
4.029856204986572;1;9;88
5.44257926940918;1;10;89
4.260837078094482;1;11;90
4.983615398406982;1;12;91
4.628079414367676;1;13;92
4.61612606048584;1;14;93
4.9904351234436035;1;15;94
5.400510311126709;1;16;95
5.813783645629883;1;17;96
5.184933662414551;1;18;97
1.0553427294624774e+27;1;19;98
5.9074320793151855;1;20;99
7.382900238037109;1;21;100
5.192286968231201;1;22;101
4.954203128814697;1;23;102
4.494184970855713;1;24;103
5.563474655151367;1;25;104
6.564816951751709;1;26;105
5.42376184463501;1;27;106
4.6951823234558105;1;28;107
4.567523956298828;1;29;108
5.238646030426025;1;30;109
4.4538893699646;1;31;110
4.985873222351074;1;32;111
4.567228317260742;1;33;112
5.084043025970459;1;34;113
6.656555652618408;1;35;114
5.207279682159424;1;36;115
5.060844421386719;1;37;116
5.739983081817627;1;38;117
4.765383720397949;1;39;118
5.754171371459961;1;40;119
4.812652587890625;1;41;120
4.960287094116211;1;42;121
4.563812732696533;1;43;122
4.721714973449707;1;44;123
5.1978044509887695;1;45;124
4.621624946594238;1;46;125
3.9906437397003174;1;47;126
5.473428726196289;1;48;127
5.314364433288574;1;49;128
5.300321102142334;1;50;129
4.473936557769775;1;51;130
4.924277305603027;1;52;131
3.94980788230896;1;53;132
5.690331935882568;1;54;133
5.456153869628906;1;55;134
5.41738224029541;1;56;135
4.213134765625;1;57;136
5.2839131355285645;1;58;137
4.767007350921631;1;59;138
3.954341173171997;1;60;139
5.421024799346924;1;61;140
4.812049865722656;1;62;141
5.192230224609375;1;63;142
6.6562628746032715;1;64;143
3.8851916790008545;1;65;144
4.825896739959717;1;66;145
4.596855163574219;1;67;146
4.585715293884277;1;68;147
4.5349016189575195;1;69;148
5.008220672607422;1;70;149
5.1535115242004395;1;71;150
4.956777095794678;1;72;151
4.88526725769043;1;73;152
4.444998264312744;1;74;153
5.532848834991455;1;75;154
5.62818717956543;1;76;155
4.429966926574707;1;77;156
4.967520236968994;1;78;157
5.635618686676025;1;79;158
4.679235935211182;2;1;159
5.398144245147705;2;2;160
4.736209869384766;2;3;161
5.279167175292969;2;4;162
4.797298908233643;2;5;163
4.274587631225586;2;6;164
6.021391868591309;2;7;165
5.603452682495117;2;8;166
5.316105365753174;2;9;167
4.836542129516602;2;10;168
5.300670623779297;2;11;169
5.928511142730713;2;12;170
4.220638275146484;2;13;171
5.201258659362793;2;14;172
4.694961071014404;2;15;173
4.564164638519287;2;16;174
4.734935283660889;2;17;175
4.121284008026123;2;18;176
4.940240383148193;2;19;177
4.508999347686768;2;20;178
5.009081840515137;2;21;179
4.791993618011475;2;22;180
5.555680274963379;2;23;181
4.83057165145874;2;24;182
5.04823637008667;2;25;183
4.6456146240234375;2;26;184
6.2205939292907715;2;27;185
4.004804611206055;2;28;186
4.385690212249756;2;29;187
4.7142438888549805;2;30;188
4.35751485824585;2;31;189
4.132091522216797;2;32;190
5.242648601531982;2;33;191
5.705925941467285;2;34;192
4.508505344390869;2;35;193
4.976639747619629;2;36;194
5.807596206665039;2;37;195
4.761167049407959;2;38;196
4.896209239959717;2;39;197
4.856463432312012;2;40;198
1.382655336839442e+27;2;41;199
5.051273822784424;2;42;200
4.778502941131592;2;43;201
4.474013805389404;2;44;202
4.882637023925781;2;45;203
4.653560161590576;2;46;204
4.235140323638916;2;47;205
5.836017608642578;2;48;206
5.116537570953369;2;49;207
5.22039270401001;2;50;208
4.504626274108887;2;51;209
4.7388811111450195;2;52;210
4.399810791015625;2;53;211
5.53684139251709;2;54;212
5.182431221008301;2;55;213
4.468151569366455;2;56;214
5.894093036651611;2;57;215
5.02766227722168;2;58;216
5.288466453552246;2;59;217
5.33221435546875;2;60;218
6.453207969665527;2;61;219
4.505288124084473;2;62;220
5.26646614074707;2;63;221
4.095034122467041;2;64;222
7.211421966552734;2;65;223
5.4330925941467285;2;66;224
4.90156888961792;2;67;225
5.747224807739258;2;68;226
4.176393032073975;2;69;227
5.0227885246276855;2;70;228
5.730165958404541;2;71;229
5.0547895431518555;2;72;230
6.658945560455322;2;73;231
5.098482608795166;2;74;232
4.751030921936035;2;75;233
5.598515033721924;2;76;234
6.954160690307617;2;77;235
4.879687309265137;2;78;236
5.620884418487549;2;79;237
4.786478042602539;3;1;238
5.396562576293945;3;2;239
5.665482044219971;3;3;240
4.473452091217041;3;4;241
4.500847339630127;3;5;242
4.799014568328857;3;6;243
4.5178093910217285;3;7;244
4.501347064971924;3;8;245
6.334990501403809;3;9;246
4.221575736999512;3;10;247
4.58656644821167;3;11;248
5.271399021148682;3;12;249
4.846236228942871;3;13;250
4.505825042724609;3;14;251
4.944828510284424;3;15;252
5.1086626052856445;3;16;253
4.791404724121094;3;17;254
4.815548896789551;3;18;255
6.106744766235352;3;19;256
5.9007697105407715;3;20;257
4.258174896240234;3;21;258
4.770222187042236;3;22;259
4.483949661254883;3;23;260
5.339667797088623;3;24;261
5.119883060455322;3;25;262
4.847257137298584;3;26;263
3.9584643840789795;3;27;264
4.712447166442871;3;28;265
6.153199672698975;3;29;266
4.65440559387207;3;30;267
5.125670909881592;3;31;268
