loss_avg;epoch;iteration;global_iteration
0.3967282176017761;0;1;1
0.3863363265991211;0;2;2
0.46126165986061096;0;3;3
0.4508976638317108;0;4;4
0.4312596917152405;0;5;5
0.3409668207168579;0;6;6
0.34084540605545044;0;7;7
0.4042167663574219;0;8;8
0.4319975972175598;0;9;9
0.4181841313838959;0;10;10
0.36525389552116394;0;11;11
0.3148484528064728;0;12;12
0.3298109769821167;0;13;13
0.3846406638622284;0;14;14
0.31569424271583557;0;15;15
2.494317774516502e+25;0;16;16
0.285153329372406;0;17;17
0.33711764216423035;0;18;18
0.37826013565063477;0;19;19
0.40258902311325073;0;20;20
0.4016000032424927;0;21;21
0.2986806035041809;0;22;22
0.33777353167533875;0;23;23
0.4295010566711426;0;24;24
0.4703628122806549;0;25;25
0.2956780195236206;0;26;26
0.36057448387145996;0;27;27
0.3931959569454193;0;28;28
0.3780600428581238;0;29;29
0.3524405062198639;0;30;30
0.2904999256134033;0;31;31
0.30308234691619873;0;32;32
0.3930157721042633;0;33;33
0.36503592133522034;0;34;34
0.34972062706947327;0;35;35
0.3734617233276367;0;36;36
0.3263948857784271;0;37;37
0.4379942715167999;1;1;38
0.3341134488582611;1;2;39
0.36733734607696533;1;3;40
0.35059651732444763;1;4;41
0.3727787733078003;1;5;42
0.363799124956131;1;6;43
0.3539608418941498;1;7;44
0.45228850841522217;1;8;45
0.3523404598236084;1;9;46
0.3312555253505707;1;10;47
0.35549235343933105;1;11;48
0.3352380394935608;1;12;49
0.3739132583141327;1;13;50
0.2998657524585724;1;14;51
0.30594635009765625;1;15;52
0.26253747940063477;1;16;53
0.3085174262523651;1;17;54
0.31893905997276306;1;18;55
0.30172550678253174;1;19;56
6.443750231549555e+25;1;20;57
0.3136095404624939;1;21;58
0.2968471348285675;1;22;59
0.3072713017463684;1;23;60
0.28905192017555237;1;24;61
0.33580294251441956;1;25;62
0.4096129834651947;1;26;63
0.31194573640823364;1;27;64
0.3799341917037964;1;28;65
0.3654418885707855;1;29;66
0.3271946609020233;1;30;67
0.30692341923713684;1;31;68
0.3679991364479065;1;32;69
0.3346620798110962;1;33;70
0.3432607054710388;1;34;71
0.491769403219223;1;35;72
0.3309667706489563;1;36;73
0.3244105577468872;1;37;74
0.3402748703956604;2;1;75
0.3190654516220093;2;2;76
0.32050397992134094;2;3;77
0.3718673884868622;2;4;78
0.2774663269519806;2;5;79
0.38427409529685974;2;6;80
0.31259042024612427;2;7;81
0.28260689973831177;2;8;82
0.31452181935310364;2;9;83
0.36967146396636963;2;10;84
0.3620849847793579;2;11;85
0.4073714315891266;2;12;86
0.3323196768760681;2;13;87
0.28683316707611084;2;14;88
0.3769448399543762;2;15;89
0.309057354927063;2;16;90
0.31528013944625854;2;17;91
0.2787085473537445;2;18;92
0.3587132394313812;2;19;93
0.34525635838508606;2;20;94
0.33350881934165955;2;21;95
0.33297276496887207;2;22;96
0.3608919382095337;2;23;97
0.3248462677001953;2;24;98
0.3952175974845886;2;25;99
0.3209534287452698;2;26;100
0.38519829511642456;2;27;101
0.4582354724407196;2;28;102
0.34647780656814575;2;29;103
6.77036920445586e+25;2;30;104
0.2992575764656067;2;31;105
0.3565550744533539;2;32;106
0.29696133732795715;2;33;107
0.28985050320625305;2;34;108
0.29603782296180725;2;35;109
0.3206043839454651;2;36;110
0.29314571619033813;2;37;111
0.27241429686546326;3;1;112
0.3109404444694519;3;2;113
0.3005375266075134;3;3;114
0.3356119990348816;3;4;115
0.35052186250686646;3;5;116
0.33540579676628113;3;6;117
0.3354939818382263;3;7;118
0.44067925214767456;3;8;119
0.356273889541626;3;9;120
0.33912649750709534;3;10;121
0.37971898913383484;3;11;122
0.2715342938899994;3;12;123
0.32949167490005493;3;13;124
0.34896889328956604;3;14;125
0.3346650004386902;3;15;126
0.36951932311058044;3;16;127
0.33597850799560547;3;17;128
0.2969006896018982;3;18;129
0.25888773798942566;3;19;130
0.26365232467651367;3;20;131
0.29500266909599304;3;21;132
6.752700912982061e+25;3;22;133
0.3531167209148407;3;23;134
0.3483259379863739;3;24;135
0.3336251974105835;3;25;136
0.3569399118423462;3;26;137
0.38368067145347595;3;27;138
0.35129499435424805;3;28;139
0.3578462600708008;3;29;140
0.3095579445362091;3;30;141
0.27289533615112305;3;31;142
0.27970337867736816;3;32;143
0.48294466733932495;3;33;144
0.34710612893104553;3;34;145
0.31438151001930237;3;35;146
0.3276156485080719;3;36;147
0.31613844633102417;3;37;148
0.36884796619415283;4;1;149
0.43519237637519836;4;2;150
0.38743868470191956;4;3;151
0.3111858367919922;4;4;152
0.4015243649482727;4;5;153
0.30536404252052307;4;6;154
0.29950568079948425;4;7;155
0.31192266941070557;4;8;156
0.24263200163841248;4;9;157
0.38787952065467834;4;10;158
0.410482794046402;4;11;159
0.3355645537376404;4;12;160
0.36886900663375854;4;13;161
0.3297940194606781;4;14;162
0.39200714230537415;4;15;163
0.3006187677383423;4;16;164
0.3434540033340454;4;17;165
0.29808369278907776;4;18;166
0.2755340039730072;4;19;167
0.3711665868759155;4;20;168
0.3429369628429413;4;21;169
0.33856791257858276;4;22;170
8.235760106927273e+25;4;23;171
0.39869582653045654;4;24;172
0.3274121582508087;4;25;173
0.27102068066596985;4;26;174
0.3148341178894043;4;27;175
0.26632168889045715;4;28;176
0.3245147168636322;4;29;177
0.30926597118377686;4;30;178
0.27909550070762634;4;31;179
0.3422805368900299;4;32;180
0.2714037299156189;4;33;181
0.36211326718330383;4;34;182
0.3265114724636078;4;35;183
0.3902372419834137;4;36;184
0.40971100330352783;4;37;185
0.3520846962928772;5;1;186
0.2917531132698059;5;2;187
0.32236620783805847;5;3;188
9.624241921669373e+25;5;4;189
0.40099844336509705;5;5;190
0.3760504424571991;5;6;191
0.39423757791519165;5;7;192
0.2932761609554291;5;8;193
0.38402384519577026;5;9;194
0.33104193210601807;5;10;195
0.40903738141059875;5;11;196
0.3596840500831604;5;12;197
0.2795926332473755;5;13;198
0.25281763076782227;5;14;199
0.4184512197971344;5;15;200
0.34938666224479675;5;16;201
0.31902164220809937;5;17;202
0.42087292671203613;5;18;203
0.2527908682823181;5;19;204
0.3232785761356354;5;20;205
0.28958722949028015;5;21;206
0.32777726650238037;5;22;207
0.2686447501182556;5;23;208
0.46847328543663025;5;24;209
0.297632098197937;5;25;210
0.33847203850746155;5;26;211
0.3133944869041443;5;27;212
0.28286874294281006;5;28;213
